"","GEOID","District","District.Nbr","male_5to9","male_10to14","male_15to17","total_pop","race_white_only","race_Black_only","race_Asian_only","race_pacific_islander_only","at_least_two_races","SSI_pubassist_foodstamps","med_household_inc_12mo","house_units_w_mortgage","med_gross_rent","comp_internet_subscrip_in_house","CONUM","CSA","CBSA","ENROLL","TOTALREV","TFEDREV","FEDRCOMP","FEDRSPEC","FEDRNUTR","FEDROTHR","TSTREV","STRFORM","STRSPEC","STRTRANS","STROTHR","TLOCREV","LOCRTAX","LOCRPROP","LOCRPAR","LOCRCICO","LOCROSCH","LOCRCHAR","LOCROTHR","TOTALEXP","TCURSPND","TSALWAGE","TEMPBENE","TCURINST","TCURISAL","TCURIBEN","TCURSSVC","TCURSPUP","TCURSSTA","TCURSGEN","TCURSSCH","TCURSOTH","TCURONON","TCAPOUT","TPAYOTH","TINTRST","DEBTOUT","LONGISSU","LONGRET","PCTTOTAL","PCTFTOT","PCTFCOMP","PCTSTOT","PCTSFORM","PCTLTOT","PCTLTAXP","PCTLOTHG","PCTLCHAR","PPCSTOT","PPSALWG","PPEMPBEN","PPITOTAL","PPISALWG","PPIEMBEN","PPSTOTAL","PPSPUPIL","PPSSTAFF","PPSGENAD","PPSSCHAD","Avg.Comp"
"115",2710170,"Delano Public School District",879,483,642,349,12081,11489,80,35,0,409,3464,102685,3527,858,4206,"27171","378","33460",2521,36931,404,48,0,192,164,22942,16769,2907,1023,2243,13585,9144,9144,0,235,50,3041,1115,65580,27662,15865,6179,16654,10911,4195,7692,546,950,688,1225,4283,3316,34715,489,2714,73775,3588,3079,100,1.1,0.1,62.1,45.4,36.8,24.8,0.8,8.2,10060,6293,2451,6606,4328,1664,3051,217,377,273,486,22.6
"116",2710230,"Detroit Lakes Public School District",22,630,531,390,17837,15892,118,165,0,698,4179,59833,5408,763,7395,"27005","N","N",3081,39439,2034,556,556,698,224,30490,19347,4584,1468,5091,6915,4519,4519,0,105,1,1381,909,39540,36332,23136,6299,22929,16460,4472,10849,1427,1677,1319,1451,4975,2554,3034,174,0,4725,4819,0,100,5.2,1.4,77.3,49.1,17.5,11.5,0.3,3.5,11488,7509,2044,7442,5342,1451,3521,463,544,428,471,20.3
"117",2710260,"Dilworth-Glyndon-Felton",2164,197,197,76,5794,5417,57,9,18,84,1439,73618,1870,532,2315,"27027","244","22020",1648,19931,798,132,305,318,43,15370,12238,1695,0,1437,3763,2704,2704,0,0,0,492,567,19045,17609,11362,3107,11197,8487,2232,5045,405,642,735,778,2485,1367,842,356,238,8334,0,873,100,4,0.7,77.1,61.4,18.9,13.6,0,2.5,10363,6894,1885,6794,5150,1354,3061,246,390,446,472,20.5
"118",2711010,"Dover-Eyota Public School District",533,199,187,99,4239,4079,44,21,0,30,1211,79200,1388,686,1642,"27109","462","40340",1124,13788,297,55,0,146,96,10134,8474,994,0,666,3357,2337,2337,0,11,37,786,186,12609,11189,7282,1731,7038,5004,1149,3169,265,617,373,444,1470,982,448,507,465,13559,0,1151,100,2.2,0.4,73.5,61.5,24.3,16.9,0.3,5.7,9590,6479,1540,6262,4452,1022,2819,236,549,332,395,20.7
"119",2711040,"Duluth Public School District",709,2124,2377,1490,93687,84464,1973,1406,37,3708,16821,54924,24464,827,39075,"27137","N","20260",8844,136888,11433,2767,2165,2352,4149,86211,51641,12589,3507,18474,39244,30000,30000,0,851,1356,4330,2707,129200,109601,65031,26155,68686,45408,17812,28791,2216,4071,3069,4104,15331,12124,9628,531,9440,294530,4255,63305,100,8.4,2,63,37.7,28.7,21.9,1.6,3.2,11495,7353,2957,7766,5134,2014,3255,251,460,347,464,21.3
"120",2711085,"East Central School District",2580,182,218,110,6796,5717,418,66,0,222,1234,44590,1723,796,2186,"27115","N","N",745,12898,539,207,0,215,117,9016,5760,887,3,2366,3343,2339,2339,0,261,70,369,304,12045,9637,5386,1525,5464,3704,1083,3521,193,348,420,326,2234,652,1148,404,856,21585,960,605,100,4.2,1.6,69.9,44.7,25.9,18.1,2.6,2.9,12639,7230,2047,7334,4972,1454,4726,259,467,564,438,18
"121",2711130,"East Grand Forks Public School District",595,454,412,151,10119,9112,392,41,0,262,2652,63852,2885,721,4145,"27119","N","24220",1917,23097,656,198,0,390,68,17882,13607,1868,31,2376,4559,3372,3372,0,44,7,803,333,25975,19562,12272,3591,12278,8333,2351,5867,551,702,385,1376,2853,1417,4651,739,1023,21865,0,4669,100,2.8,0.9,77.4,58.9,19.7,14.6,0.2,3.5,9937,6402,1873,6405,4347,1226,3061,287,366,201,718,19.6
"122",2711190,"Eden Valley-Watkins School District",463,170,131,80,4800,4697,17,11,0,64,1122,60662,1576,677,1944,"27093","N","N",978,12274,488,82,0,258,148,8853,7134,883,0,836,2933,2003,2003,0,29,0,607,294,11490,10350,6239,1413,6032,4351,968,3337,202,337,376,437,1985,981,479,196,465,14642,0,1084,100,4,0.7,72.1,58.1,23.9,16.3,0.2,4.9,10161,6379,1445,6168,4449,990,3412,207,345,384,447,21.9
"123",2711220,"Edgerton Public School District",581,155,111,42,2406,2365,3,8,0,16,703,60302,777,736,945,"27117","N","N",423,5531,230,49,0,133,48,4419,3214,486,177,542,882,638,638,0,7,9,172,56,5632,5014,3041,758,3164,2344,564,1458,64,87,100,246,961,392,475,115,28,826,0,53,100,4.2,0.9,79.9,58.1,15.9,11.5,0.3,3.1,11560,7189,1792,7480,5541,1333,3447,151,206,236,582,19.7
"124",2711250,"Edina Public School District",273,1430,1823,1054,42319,36789,722,3205,0,1174,10878,126400,12624,1378,16515,"27053","378","33460",8588,146823,2299,143,1497,466,193,74032,56726,10634,647,6025,70492,50631,50631,0,1499,45,10384,7933,185281,113741,75595,24387,73913,52292,16888,29519,3972,4780,2556,3456,14755,10309,62666,1257,7617,177853,0,7409,100,1.6,0.1,50.4,38.6,48,34.5,1.1,7.1,12413,8802,2840,8607,6089,1966,3437,463,557,298,402,25.8
"125",2711370,"Elk River Public School District",728,3276,2471,1690,74808,69242,1346,1866,0,1543,21034,100970,21795,1143,25234,"27141","378","33460",13461,186402,4952,838,2113,1522,479,126328,95080,17942,1178,12128,55122,39862,39862,0,727,33,10863,3637,189952,156705,93923,32398,96993,66574,23655,46222,6309,10362,4161,5583,19807,13490,23451,633,9163,224667,14089,16270,100,2.7,0.4,67.8,51,29.6,21.4,0.4,5.8,11094,6977,2407,7205,4946,1757,3434,469,770,309,415,21.8
"126",2711460,"Ellsworth Public School District",514,18,31,28,964,940,3,9,0,4,223,55375,321,655,404,"27105","N","49380",139,2053,120,26,0,53,41,1579,1250,175,0,154,354,235,235,0,4,11,72,32,2283,2044,1326,267,1248,921,190,662,27,99,28,96,412,134,172,67,0,0,0,0,100,5.8,1.3,76.9,60.9,17.2,11.4,0.7,3.5,14424,9540,1921,8978,6626,1367,4763,194,712,201,691,NA
"127",2711520,"Ely Public School District",696,73,66,57,4960,4848,32,11,0,28,646,48157,1862,498,2431,"27137","N","20260",600,8445,375,92,0,112,171,5572,4394,614,0,564,2498,1385,1385,0,600,4,237,272,8336,7220,4047,1821,4456,2731,1267,2413,136,449,171,352,1305,351,812,234,70,3311,0,137,100,4.4,1.1,66,52,29.6,16.4,7.2,2.8,11872,6745,3035,7427,4552,2112,4022,227,748,285,587,23
"128",2711670,"Minnetonka Public School District",276,1691,1688,1026,42190,39493,703,734,30,992,10700,128582,13627,1229,15805,"27053","378","33460",10853,160798,2662,161,1619,620,262,89897,72253,11226,204,6214,68239,42917,42917,0,1767,23,17770,5762,161919,140222,89091,25874,90624,64269,18557,32740,3901,4993,5129,5273,13444,16858,16308,548,4841,180578,23834,9495,100,1.7,0.1,55.9,44.9,42.4,26.7,1.1,11.1,11874,8209,2384,8350,5922,1710,3017,359,460,473,486,26
"129",2711760,"Faribault Public School District",656,905,1056,694,30854,24551,3289,518,26,810,6996,60551,7939,835,11278,"27131","378","22060",3777,58209,3838,919,940,1541,438,41767,26918,4996,164,9689,12604,9045,9045,0,113,407,1646,1393,56797,53064,29891,11692,32103,21442,8543,16403,1644,3687,1095,2245,7732,4558,2693,212,828,20167,0,3213,100,6.6,1.6,71.8,46.2,21.7,15.5,0.9,2.8,13446,7914,3096,8500,5677,2262,4343,435,976,290,594,19.3
"130",2711820,"Farmington Public School District",192,1273,1460,952,35564,31942,473,848,35,1203,11093,97466,10633,1140,12187,"27037","378","33460",7257,106914,2456,367,1175,743,171,71228,54370,6325,42,10491,33230,22718,22718,0,1814,12,6936,1750,101992,79765,49171,15418,49251,35487,11145,22079,2271,2692,2649,3694,10773,8435,13322,1399,7506,199495,0,12247,100,2.3,0.3,66.6,50.9,31.1,21.2,1.7,6.5,10275,6776,2125,6787,4890,1536,3042,313,371,365,509,21
"131",2711880,"Fergus Falls Public School District",544,719,532,344,19514,18572,392,123,0,258,4297,54087,5837,666,8455,"27111","N","22260",2812,35047,958,349,0,516,93,25446,20259,1577,205,3405,8643,6668,6668,0,119,0,1263,593,33341,28892,16073,3950,18644,11841,3125,8093,795,1024,421,1405,4448,2155,2542,593,1314,23015,10,21700,100,2.7,1,72.6,57.8,24.7,19,0.3,3.6,9921,5716,1405,6630,4211,1111,2878,283,364,150,500,20.6
"132",2711910,"Fertile-Beltrami School District",599,75,136,72,3044,2951,3,9,0,33,787,64122,1007,654,1212,"27119","N","24220",460,6267,214,85,0,86,43,4877,4084,386,0,407,1176,716,716,0,37,3,265,155,7967,5634,3575,953,3683,2553,682,1517,107,84,174,218,934,434,2038,158,137,0,7556,0,100,3.4,1.4,77.8,65.2,18.8,11.4,0.6,4.2,11967,7772,2072,8007,5550,1483,3298,233,183,378,474,20.7
"133",2712180,"Fisher Public School District",600,29,23,22,937,886,17,0,1,3,233,76136,274,742,348,"27119","N","24220",272,3968,161,29,0,69,63,2706,2137,315,0,254,1101,853,853,0,34,0,122,92,3573,3168,2062,441,1795,1336,260,1082,74,35,229,184,560,291,281,94,30,905,0,355,100,4.1,0.7,68.2,53.9,27.7,21.5,0.9,3.1,11184,7581,1621,6599,4912,956,3978,272,129,842,676,20.8
"134",2712210,"Floodwood Public School District",698,20,34,29,1400,1378,3,0,0,13,248,46875,535,538,633,"27137","N","20260",250,4078,187,50,0,68,69,2725,1881,427,197,220,1166,817,817,0,89,0,125,135,4278,3670,2164,567,2151,1414,381,1318,52,140,220,131,775,201,326,214,68,2060,0,531,100,4.6,1.2,66.8,46.1,28.6,20,2.2,3.1,14288,8656,2268,8604,5656,1524,5272,208,560,880,524,17.8
"135",2712240,"Foley Public School District",51,403,445,209,9364,8983,41,36,0,203,2828,75984,2831,686,3325,"27009","378","41060",1982,26405,797,156,0,422,219,18972,14351,2289,54,2278,6636,4465,4465,0,62,179,1141,789,23879,21290,12976,4876,13644,8946,3600,5810,678,1069,242,893,2928,1836,1304,378,907,41553,243,3103,100,3,0.6,71.9,54.3,25.1,16.9,0.9,4.3,10436,6547,2460,6884,4514,1816,2931,342,539,122,451,20.6
"136",2712270,"Forest Lake Public School District",831,1324,1643,750,48995,45163,567,1392,23,1105,11036,86569,14897,1135,18052,"27163","378","33460",6261,93134,3022,588,1162,1065,207,57968,46828,8125,203,2812,32144,21453,21453,0,2200,22,6235,2234,141122,76440,46137,18133,40620,27684,10993,27602,2635,4768,2298,3126,14775,8218,58049,930,5703,157480,0,3662,100,3.2,0.6,62.2,50.3,34.5,23,2.4,6.7,11487,7369,2896,6488,4422,1756,4409,421,762,367,499,21.7
"137",2712300,"Fosston Public School District",601,113,132,73,3905,3560,63,25,6,142,916,51386,1161,802,1575,"27119","N","24220",642,9043,405,135,0,158,112,6986,5398,682,0,906,1652,1293,1293,0,26,52,182,99,8972,8265,5130,1719,5382,3595,1251,2362,101,221,489,423,1128,521,254,256,197,6715,0,455,100,4.5,1.5,77.3,59.7,18.3,14.3,0.9,2,12597,7991,2678,8383,5600,1949,3679,157,344,762,659,19.6
"138",2712360,"Frazee-Vergas Public School District",23,237,198,108,6515,6192,28,12,2,80,1544,60930,2093,757,2539,"27005","N","N",927,12663,874,243,312,253,66,9065,6745,1142,0,1178,2724,2067,2067,0,32,6,393,226,11790,11168,6650,1952,6728,4868,1409,3583,383,440,248,333,2179,857,383,130,109,860,0,865,100,6.9,1.9,71.6,53.3,21.5,16.3,0.3,3.1,11686,7174,2106,7258,5251,1520,3865,413,475,268,359,19
"139",2712420,"Fridley Public School District",14,492,495,163,15937,10964,2817,1100,17,413,3461,61773,3679,975,6246,"27003","378","33460",3207,53327,2616,455,585,1401,175,37285,21225,5912,859,9289,13426,7713,7713,0,2053,3,1010,2647,56583,44884,25928,9344,26171,17544,6330,13894,1662,2273,2127,1627,6205,4819,8657,810,2232,58524,0,2472,100,4.9,0.9,69.9,39.8,25.2,14.5,3.9,1.9,13078,8085,2914,8161,5471,1974,4332,518,709,663,507,18.2
"140",2712480,"Fulda Public School District",505,85,83,18,2497,2339,3,97,0,41,542,62500,849,795,1018,"27101","N","N",329,5166,196,49,0,93,54,3367,2537,458,8,364,1603,1076,1076,0,42,119,162,204,5368,5087,2911,747,3113,2168,573,1597,31,170,134,240,1022,377,110,156,15,0,0,0,100,3.8,0.9,65.2,49.1,31,20.8,3.1,3.1,14973,8848,2271,9462,6590,1742,4854,94,517,407,729,18.2
"141",2712580,"G.F.W. Schools",2365,197,182,102,5940,5416,52,57,0,51,1445,58352,1975,638,2434,"27143","378","33460",709,10194,564,173,0,210,181,7298,5662,702,15,919,2332,1620,1620,0,27,2,348,335,11037,10077,5920,1730,5924,3971,1174,3312,294,347,175,624,1872,841,515,358,87,2115,0,459,100,5.5,1.7,71.6,55.5,22.9,15.9,0.3,3.4,13670,8350,2440,8355,5601,1656,4671,415,489,247,880,18.5
"142",2712900,"Goodhue Public School District",253,119,104,81,3189,3073,8,3,0,22,902,76897,993,954,1218,"27049","378","39860",657,8071,156,39,25,77,15,5948,5104,311,7,526,1967,1096,1096,0,36,28,652,155,8108,7171,3921,1155,4385,2773,835,2001,129,60,284,335,1193,785,478,427,32,2046,0,483,100,1.9,0.5,73.7,63.2,24.4,13.6,0.8,8.1,10254,5968,1758,6674,4221,1271,3046,196,91,432,510,20.8
"143",2713020,"Goodridge Public School District",561,37,33,24,882,836,16,8,0,11,237,60682,286,684,314,"27113","N","N",235,3632,133,26,0,81,26,2846,2316,320,0,210,653,349,349,0,17,75,132,80,3761,3360,1831,651,1972,1263,441,1122,23,21,107,157,814,266,133,268,0,0,0,0,100,3.7,0.7,78.4,63.8,18,9.6,2.5,3.6,13991,7791,2770,8391,5374,1877,4774,98,89,455,668,NA
"144",2713040,"Granada-Huntley-East Chain",2536,64,48,16,1694,1677,3,0,0,13,402,70217,607,688,698,"27091","N","21860",278,4632,146,39,0,85,22,2709,2392,91,17,209,1777,1379,1379,0,14,0,164,220,4146,3369,1684,536,1699,1098,398,1413,116,30,181,116,970,257,508,85,184,6215,0,275,100,3.2,0.8,58.5,51.6,38.4,29.8,0.3,3.5,11748,6058,1928,6112,3950,1432,5083,417,108,651,417,18.8
"145",2713110,"Cook County Public Schools",166,109,129,63,5376,4634,4,50,0,136,823,57432,2069,651,2691,"27031","N","N",515,8771,660,93,0,123,444,5172,4189,412,0,571,2939,1686,1686,0,620,3,246,384,10263,6424,3963,1110,4060,2746,763,1955,176,301,151,335,992,409,3241,261,337,9744,0,623,100,7.5,1.1,59,47.8,33.5,19.2,7.1,2.8,12157,7695,2155,7883,5332,1482,3796,342,584,293,650,20.9
"146",2713140,"Grand Meadow Public School District",495,84,61,54,1957,1889,20,9,0,37,533,68409,589,689,744,"27099","462","12380",442,6957,179,43,0,80,56,4355,3560,418,0,377,2423,1372,1372,0,13,123,297,618,6388,5515,3507,831,3507,2502,627,1569,83,187,245,188,866,439,454,241,178,6863,0,783,100,2.6,0.6,62.6,51.2,34.8,19.7,2,4.3,12113,7934,1880,7934,5661,1419,3550,188,423,554,425,19.3
"147",2713170,"Grand Rapids Public School District",318,1003,647,510,27163,25778,113,150,3,611,5314,55497,9614,688,12004,"27061","N","24330",4131,61903,3263,1053,962,954,294,38785,27674,4979,76,6056,19855,10471,10471,0,4191,455,1161,3577,59203,51360,31539,11469,33683,22549,8253,14646,1690,1951,1612,2484,6909,3031,4786,957,2100,100746,70910,32883,100,5.3,1.7,62.7,44.7,32.1,16.9,7.5,1.9,12151,7635,2776,8154,5458,1998,3545,409,472,390,601,20.6
"148",2713380,"Hancock Public School District",768,63,43,53,1447,1332,7,55,0,21,434,65156,330,750,431,"27149","N","N",350,4666,116,20,0,60,36,3416,2939,207,0,270,1134,786,786,0,6,0,136,206,4601,3773,2232,363,2392,1655,272,1160,54,55,225,123,703,221,523,161,144,5588,0,255,100,2.5,0.4,73.2,63,24.3,16.8,0.1,2.9,10549,6377,1037,6834,4729,777,3314,154,157,643,351,23
"149",2713530,"Hastings Public School District",200,999,990,648,32520,30806,409,204,33,616,7047,78171,9559,953,12599,"27037","378","33460",4416,62206,2115,385,941,640,149,39263,30641,5133,94,3395,20828,13360,13360,0,2159,167,3223,1919,61424,54988,30096,14281,34762,21887,10500,15728,1804,1793,2257,1856,8018,4498,4586,777,1073,81873,49923,3022,100,3.4,0.6,63.1,49.3,33.5,21.5,3.7,5.2,11935,6815,3234,7872,4956,2378,3562,409,406,511,420,22
"150",2713560,"Hawley Public School District",150,173,132,81,4525,4336,17,7,0,25,1399,79797,1397,842,1719,"27027","244","22020",981,11632,270,59,70,130,11,8746,7302,666,0,778,2616,1447,1447,0,15,140,854,160,11043,9971,6573,1373,6469,4835,1062,2579,271,155,419,350,1384,923,490,207,375,11255,0,615,100,2.3,0.5,75.2,62.8,22.5,12.4,1.3,7.3,9690,6700,1400,6594,4929,1083,2629,276,158,427,357,21.3
"151",2713590,"Hayfield Public School District",203,158,156,98,4853,4725,39,26,0,39,1051,66926,1577,588,1919,"27039","462","40340",684,9377,288,74,0,139,75,6646,5396,674,18,558,2443,1718,1718,0,44,0,399,282,17951,7654,4329,1271,4478,3136,898,2692,276,237,381,341,1457,484,9999,293,5,23940,23949,560,100,3.1,0.8,70.9,57.5,26.1,18.3,0.5,4.3,10936,6329,1858,6547,4585,1313,3936,404,346,557,499,20.4
"152",2713680,"Hendricks Public School District",402,38,25,17,1047,966,16,0,0,30,175,44185,364,624,515,"27081","N","N",132,2860,357,27,0,42,288,1714,1314,194,7,199,789,679,679,0,28,16,47,19,2718,2211,1271,313,1357,912,212,693,31,44,182,111,325,161,326,84,97,2665,0,108,100,12.5,0.9,59.9,45.9,27.6,23.7,1.5,1.6,16333,9629,2371,10280,6909,1606,5250,235,333,1379,841,NA
"153",2713860,"Henning Public School District",545,59,82,71,2916,2844,15,6,0,36,539,55714,1068,651,1286,"27111","N","22260",391,5368,232,79,0,97,56,3979,3410,253,0,316,1157,866,866,0,17,61,136,77,5435,4447,2761,835,2845,1948,587,1219,104,133,122,162,698,383,672,316,0,0,0,0,100,4.3,1.5,74.1,63.5,21.6,16.1,1.5,2.5,10951,7061,2136,7276,4982,1501,3118,266,340,312,414,21.4
"154",2713890,"Herman-Norcross School District",264,24,18,16,893,881,8,0,0,0,145,48403,323,475,415,"27051","N","N",112,2159,102,49,0,23,30,1526,1347,87,0,92,531,424,424,0,21,0,59,27,2087,1783,1124,262,948,703,162,706,83,58,153,105,307,129,180,124,0,0,0,0,100,4.7,2.3,70.7,62.4,24.6,19.6,1,2.7,15464,10036,2339,8464,6277,1446,6304,741,518,1366,938,NA
"155",2713920,"Hermantown Public School District",700,373,551,241,11728,10931,365,52,11,193,2549,75650,3575,1103,4539,"27137","N","20260",2149,26666,760,111,425,168,56,17891,14099,2314,710,768,8015,5649,5649,0,136,95,1328,807,24458,20913,12835,4118,14101,9355,2959,5366,414,833,383,896,2840,1446,989,705,1851,44598,0,1310,100,2.9,0.4,67.1,52.9,30.1,21.2,0.9,5,9374,5973,1916,6562,4353,1377,2497,193,388,178,417,22.1
"156",2713930,"Heron Lake-Okabena School District",330,46,55,56,1575,1504,0,13,0,33,383,63281,544,575,669,"27063","N","N",307,4909,160,34,0,90,36,3102,2449,354,5,294,1647,1105,1105,0,26,202,189,125,4826,4238,2336,561,2754,1852,412,1209,15,53,269,1,871,275,278,234,76,2265,0,354,100,3.3,0.7,63.2,49.9,33.6,22.5,4.6,3.9,13560,7609,1827,8971,6033,1342,3938,49,173,876,3,18.7
"157",2713980,"Hibbing Public School District",701,483,707,295,17203,15788,420,305,0,380,4258,49768,5358,528,7283,"27137","N","20260",2460,34069,1750,493,533,569,155,24014,16781,2599,801,3833,8305,1878,1878,0,4067,17,836,1507,34130,29670,15965,7226,18915,11765,5212,9084,290,1215,1025,1100,5454,1671,3487,808,165,9620,0,210,100,5.1,1.4,70.5,49.3,24.4,5.5,12,2.5,11842,6490,2937,7689,4783,2119,3693,118,494,417,447,21.6
"158",2714010,"Hill City Public School District",2,42,43,38,1615,1471,7,1,0,109,338,46336,599,618,779,"27001","N","N",282,4726,243,65,0,100,78,3559,2398,434,206,521,924,377,377,0,137,130,70,210,7879,4339,2716,586,2575,1871,388,1388,88,89,143,220,848,376,3223,233,84,4330,4013,227,100,5.1,1.4,75.3,50.7,19.6,8,5.6,1.5,14606,9631,2078,9131,6635,1376,4922,312,316,507,780,17.4
"159",2714040,"Hills-Beaver Creek School District",671,65,108,44,2192,2071,58,8,0,51,568,65774,685,772,883,"27133","N","N",376,5550,135,34,0,58,43,3717,3134,345,2,236,1698,1411,1411,0,7,0,215,65,4786,4088,2507,637,2592,1758,443,1239,17,35,135,279,773,257,234,71,393,10260,0,397,100,2.4,0.6,67,56.5,30.6,25.4,0.1,3.9,10609,6668,1694,6894,4676,1178,3295,45,93,359,742,20.7
"160",2714070,"Hinckley-Finlayson School District",2165,162,237,148,6822,6098,36,30,0,284,1416,47719,2117,709,2746,"27115","N","N",996,13325,776,287,0,304,185,9718,7125,1070,4,1519,2831,2009,2009,0,93,99,321,309,15112,11844,7403,2304,7953,5345,1689,3011,194,320,275,478,1744,880,2303,568,397,20180,12978,6285,100,5.8,2.2,72.9,53.5,21.2,15.1,1.4,2.4,11595,7433,2313,7985,5366,1696,3023,195,321,276,480,20.4
"161",2714190,"Holdingford Public School District",738,173,174,74,4973,4943,0,3,0,16,1140,72074,1767,652,1962,"27145","378","41060",1085,13508,366,59,0,240,67,10101,8100,889,0,1112,3041,2078,2078,0,22,71,626,244,12803,10654,6443,2276,6728,4520,1675,2993,144,442,287,445,1675,933,1639,320,190,5800,0,573,100,2.7,0.4,74.8,60,22.5,15.4,0.7,4.6,9476,5938,2098,6201,4166,1544,2759,133,407,265,410,19.5
"162",2714220,"Eden Prairie Public School District",272,2262,2431,1348,60953,45530,5133,7333,0,1993,15221,110846,17109,1402,23536,"27053","378","33460",8872,140531,4052,776,1680,1185,411,80030,62139,11423,690,5778,56449,42875,42875,0,238,41,8454,4841,139468,123635,80296,25392,77802,54513,16671,34716,2528,4516,4268,5694,17710,11117,10630,3031,2172,60645,0,5895,100,2.9,0.6,56.9,44.2,40.2,30.5,0.2,6,13231,9050,2862,8769,6144,1879,3913,285,509,481,642,24.1
"163",2714260,"Hopkins Public School District",270,1684,1457,965,65494,52533,6360,4168,10,1824,11665,75778,17534,1223,30923,"27053","378","33460",6719,132558,4649,963,1612,1609,465,64081,45840,7887,719,9635,63828,48015,48015,0,2836,557,10127,2293,143680,101339,66977,20653,60982,43566,13440,26574,2923,2724,2562,3672,14693,13783,34763,2331,5247,159716,30134,13683,100,3.5,0.7,48.3,34.6,48.2,36.2,2.6,7.6,13646,9968,3074,9076,6484,2000,3955,435,405,381,547,22.1
"164",2714280,"Houston Public School District",294,85,104,34,2655,2600,1,0,0,30,575,59696,935,671,1185,"27055","N","29100",2040,22079,303,45,0,98,160,19511,14723,2208,0,2580,2265,1104,1104,0,0,0,233,928,22305,21214,9730,2203,17117,7386,1578,3674,651,918,161,677,1267,423,354,564,173,5575,0,406,100,1.4,0.2,88.4,66.7,10.3,5,0,1.1,10315,4770,1080,8391,3621,774,1801,319,450,79,332,22.3
"165",2714970,"Hutchinson Public School District",423,624,491,291,17811,17120,84,188,0,202,3658,61972,5645,833,7733,"27085","378","26780",2958,39080,1426,284,481,548,113,28183,21010,4154,33,2986,9471,6546,6546,0,54,152,1181,1538,62169,33941,20342,6856,21476,14809,4999,9948,684,1426,781,1532,5525,2517,26259,336,1633,41650,0,1010,100,3.6,0.7,72.1,53.8,24.2,16.8,0.5,3,11155,6877,2318,7260,5006,1690,3363,231,482,264,518,22.5
"166",2715000,"International Falls School District",361,293,219,205,9258,8684,70,33,0,140,1679,51413,3117,678,4116,"27071","N","N",1069,14637,1002,294,0,268,440,10583,7570,785,640,1588,3052,1800,1800,0,359,0,435,458,15318,13415,7504,2429,7881,4723,1606,4526,684,433,951,434,2024,1008,1168,699,36,2860,1700,130,100,6.8,2,72.3,51.7,20.9,12.3,2.5,3,12148,7020,2272,7372,4418,1502,4234,640,405,890,406,20.2
"167",2715030,"Inver Grove Heights Schools",199,888,1264,482,29486,24208,1498,1086,0,867,6102,73577,7752,1146,12230,"27037","378","33460",3688,53189,2443,463,812,950,218,33662,25086,3738,77,4761,17084,11489,11489,0,1553,362,2037,1643,50425,44308,27201,8734,25806,17715,5889,14375,1677,1814,2150,1959,6775,4127,2578,1310,2229,93700,0,2749,100,4.6,0.9,63.3,47.2,32.1,21.6,3.6,3.8,11453,7376,2368,6997,4803,1597,3898,455,492,583,531,21.4
"168",2715510,"Isle Public School District",473,61,80,51,3130,2870,3,2,0,78,523,46833,1238,625,1500,"27095","378","33460",457,6286,366,74,0,152,140,4458,3240,497,0,721,1462,941,941,0,197,0,227,97,6433,5564,3436,1050,3188,2062,675,1943,74,460,166,327,916,433,634,227,8,0,0,206,100,5.8,1.2,70.9,51.5,23.3,15,3.1,3.6,11792,7519,2298,6976,4512,1477,4252,162,1007,363,716,18.1
"169",2715750,"Jordan Public School District",717,432,310,275,9981,9174,188,114,0,135,2964,86267,2713,1112,3443,"27139","378","33460",1839,25319,818,149,347,270,52,16412,13113,1833,29,1437,8089,5427,5427,0,67,2,1832,761,24620,20831,13193,3206,12937,9399,2256,5324,608,444,509,897,2866,2570,1090,399,2300,57635,9970,1844,100,3.2,0.6,64.8,51.8,31.9,21.4,0.3,7.2,10451,7174,1743,7035,5111,1227,2895,331,241,277,488,21.5
"170",2716830,"Prinsburg Public School District",815,34,21,13,804,772,6,3,0,7,235,65000,248,730,290,"27067","N","48820",0,438,34,5,0,0,29,280,32,178,19,51,124,57,57,0,3,0,3,61,653,617,379,61,456,353,58,95,0,0,0,0,95,66,5,31,0,0,0,0,100,7.8,1.1,63.9,7.3,28.3,13,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,NA
"171",2716980,"Kasson-Mantorville School District",204,430,301,296,10170,9792,16,129,0,168,2767,84429,3273,643,3728,"27039","462","40340",2178,27674,508,64,0,247,197,20047,16278,1188,0,2581,7119,4669,4669,0,33,19,1844,554,27582,21869,14129,4046,13214,9343,2864,6464,620,1092,511,914,3327,2191,2257,587,2869,84369,4919,1855,100,1.8,0.2,72.4,58.8,25.7,16.9,0.2,6.7,9471,6487,1858,6067,4290,1315,2968,285,501,235,420,21.4
"172",2717010,"Kelliher Public School District",36,20,41,28,1094,977,21,4,0,33,272,49583,357,575,401,"27007","N","13420",281,6068,984,107,0,165,712,4213,2784,430,0,999,871,418,418,0,118,99,105,131,5676,5014,2961,1006,2865,1813,646,1793,189,165,159,182,1098,356,256,174,232,7279,0,294,100,16.2,1.8,69.4,45.9,14.4,6.9,3.6,1.7,17377,10537,3580,10196,6452,2299,6381,673,587,566,648,21.5
